Ano,P/L,P/VP,EV/EBITDA,EV/EBIT,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Ticker,Tipo
2022,-25.87,1.29,16.60521298419211,9.41,-24.22,45.19,0.67,-2.26,6.65,0.82,-9.78,-1.75,10.20935542857143,32.77,0.52,0.48,8.44,99.1,-30.193584756304414,-27.46,-25.71,-5.0,-2.59,-5.45,0.1,28.09,13.030695948035882,G1LP34,bdrs
2021,-31.05,1.21,12.4,12.4,-26.06,45.86,0.62,-1.79,6.61,0.75,-9.67,-1.78,38.24,38.24,0.51,0.49,8.58,99.66,-25.37,-25.37,-21.29,-3.91,-1.99,-4.74,0.09,57.35,13.030695948035882,G1LP34,bdrs
2020,-17.44,2.0,-0.42,-0.42,-17.2,49.95,0.93,-5.71,10.05,1.13,-15.29,-1.93,16.66,16.66,0.47,0.53,8.45,100.0,-58.42,-58.42,-57.6,-11.44,-5.34,-11.65,0.09,53.07,30.67,G1LP34,bdrs
2019,30.142962596803425,109960.05198883235,40.88,40.88,39.36756505884303,49.92,4.14353964866196,2.6,7.512599199733244,119993.89719612765,110018.74129170092,-2.01,-38.52,-38.52,0.47,0.53,10.26,100.0,16.75,16.75,16.73,5.21,2.47,5.21,0.15,11.38,13.030695948035882,G1LP34,bdrs
2018,30.142962596803425,109960.05198883235,-105.45,-105.45,39.36756505884303,25.49,4.14353964866196,-0.61,7.512599199733244,119993.89719612765,110018.74129170092,-1.06,44.19,44.19,0.84,0.16,6.04,100.0,-9.19,-9.19,-9.21,-2.41,-2.03,-2.41,0.22,-0.99,13.030695948035882,G1LP34,bdrs
2017,30.142962596803425,109960.05198883235,-24.47,-24.47,39.36756505884303,23.86,4.14353964866196,-2.73,7.512599199733244,119993.89719612765,110018.74129170092,-1.14,9.97,9.97,0.79,0.21,6.98,100.0,-74.08,-74.08,-74.21,-11.43,-9.0,-11.43,0.12,8.991378868978357,13.030695948035882,G1LP34,bdrs
2016,30.142962596803425,109960.05198883235,33.95,33.95,39.36756505884303,17.3,4.14353964866196,1.23,7.512599199733244,119993.89719612765,110018.74129170092,-1.28,-17.94,-17.94,0.7,0.3,9.7,100.0,35.78,35.78,35.62,7.12,4.99,7.12,0.14,8.991378868978357,13.030695948035882,G1LP34,bdrs
2015,30.142962596803425,109960.05198883235,-21.59,-20.77,39.36756505884303,10.37,4.14353964866196,-3.36,7.512599199733244,119993.89719612765,110018.74129170092,-0.97,4.13,3.97,0.82,0.18,5.17,100.0,-142.03,-147.65,-195.46,-32.44,-26.76,-24.83,0.14,8.991378868978357,13.030695948035882,G1LP34,bdrs
2014,30.142962596803425,109960.05198883235,-7.17,-6.26,39.36756505884303,9.04,4.14353964866196,1.46,7.512599199733244,119993.89719612765,110018.74129170092,-0.96,6.19,5.41,0.76,0.24,3.54,100.0,-35.52,-40.69,36.89,16.11,12.28,-18.78,0.33,8.991378868978357,13.030695948035882,G1LP34,bdrs
2013,30.142962596803425,109960.05198883235,49.29,12.82,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.85,49.29,12.82,0.58,0.42,1.57,74.12,-1.8,-6.91,-5.06,-4.83,-2.81,-8.45,0.56,8.991378868978357,13.030695948035882,G1LP34,bdrs
2022,-44.97,1.32,7.37,80.47,61.1,6.67,0.26,-0.2,0.2,2.11,-0.45,0.4,1.71,18.68,0.2,0.8,1.44,37.78,3.58,0.33,-0.45,-2.93,-0.59,1.05,1.32,1.45,-17.65,GPSI34,bdrs
2021,-10.12,2.58,-16.39,-7.04,-7.4,7.0,0.49,-1.78,0.49,3.17,-0.87,-0.07,0.47,0.2,0.19,0.81,1.55,34.09,-2.83,-6.59,-4.82,-25.44,-4.83,-27.89,1.0,-0.06,-22.58,GPSI34,bdrs
2020,21.79,2.31,6.31,12.45,13.33,8.87,0.56,0.94,0.47,5.85,-0.83,-0.12,-0.36,-0.71,0.24,0.76,1.41,37.44,6.92,3.5,2.14,10.59,2.57,8.7,1.2,0.53,-4.76,GPSI34,bdrs
2019,6.7,1.89,3.45,4.76,4.93,9.52,0.83,2.69,0.41,3.24,-1.77,-0.03,-0.06,-0.09,0.44,0.56,1.96,38.13,11.33,8.21,6.05,28.23,12.46,21.72,2.06,0.26,-5.66,GPSI34,bdrs
2018,11.54,3.11,4.7,6.28,6.62,8.24,1.22,2.22,0.62,4.64,-2.86,-0.17,-0.27,-0.36,0.39,0.61,1.86,38.26,12.48,9.33,5.35,26.97,10.61,20.56,1.98,1.3,-4.09,GPSI34,bdrs
2017,19.35,4.5,7.38,10.65,10.91,7.47,1.72,1.74,0.84,7.02,-3.97,-0.16,-0.27,-0.39,0.38,0.62,1.76,36.35,11.15,7.73,4.36,23.28,8.88,17.81,2.04,1.5,-5.24,GPSI34,bdrs
2016,9.96,3.6,4.33,5.83,6.01,6.38,1.23,2.31,0.58,6.32,-2.63,-0.02,-0.03,-0.04,0.34,0.66,1.57,36.21,12.98,9.65,5.82,36.15,12.31,25.24,2.11,2.97,2.75,GPSI34,bdrs
2015,30.142962596803425,109960.05198883235,3.77,4.68,39.36756505884303,7.42,4.14353964866196,3.14,7.512599199733244,119993.89719612765,110018.74129170092,-0.06,-0.07,-0.09,0.39,0.61,1.93,38.27,15.72,12.67,7.68,42.31,16.41,30.87,2.14,2.14,5.77,GPSI34,bdrs
2014,30.142962596803425,109960.05198883235,6.76,8.23,39.36756505884303,7.23,4.14353964866196,3.02,7.512599199733244,119993.89719612765,110018.74129170092,-0.05,-0.05,-0.07,0.39,0.61,1.81,38.97,16.22,13.31,7.93,41.8,16.31,30.15,2.06,8.991378868978357,13.030695948035882,GPSI34,bdrs
2013,30.142962596803425,109960.05198883235,7.13,8.9,39.36756505884303,6.45,4.14353964866196,2.53,7.512599199733244,119993.89719612765,110018.74129170092,-0.09,-0.11,-0.14,0.39,0.61,1.76,39.43,15.49,12.41,7.25,39.22,15.19,29.37,2.1,8.991378868978357,13.030695948035882,GPSI34,bdrs
2022,18.48,3.18,13.39,15.18,16.65,32.36,2.58,5.56,3.9,6.77,-5.48,-0.29,-1.33,-1.5,0.81,0.19,3.54,57.28,26.58,23.45,21.12,17.18,13.94,17.18,0.66,10.35,15.89,G1RM34,bdrs
2021,24.49,4.33,17.91,20.2,21.96,31.74,3.37,5.62,5.32,9.42,-7.38,-0.3,-1.36,-1.53,0.78,0.22,2.94,58.01,27.33,24.22,21.72,17.7,13.78,17.7,0.63,8.22,16.81,G1RM34,bdrs
2020,23.15,4.16,17.1,19.07,20.82,28.84,3.27,5.19,5.49,9.17,-6.83,-0.33,-1.5,-1.67,0.78,0.22,3.15,59.27,29.38,26.36,23.7,17.99,14.11,17.99,0.6,5.53,21.2,G1RM34,bdrs
2019,30.142962596803425,109960.05198883235,15.68,17.36,39.36756505884303,25.22,4.14353964866196,5.01,7.512599199733244,119993.89719612765,110018.74129170092,-0.29,-1.28,-1.42,0.78,0.22,2.95,59.45,29.1,26.27,25.35,19.87,15.45,19.87,0.61,4.93,2.54,G1RM34,bdrs
2018,30.142962596803425,109960.05198883235,11.5,12.84,39.36756505884303,22.05,4.14353964866196,3.68,7.512599199733244,119993.89719612765,110018.74129170092,-0.33,-1.51,-1.68,0.77,0.23,2.89,59.14,27.47,24.59,20.73,16.67,12.89,16.67,0.62,2.83,5.5,G1RM34,bdrs
2017,30.142962596803425,109960.05198883235,12.91,14.51,39.36756505884303,20.55,4.14353964866196,3.78,7.512599199733244,119993.89719612765,110018.74129170092,-0.27,-1.34,-1.51,0.78,0.22,2.96,57.6,25.09,22.33,22.71,18.4,14.33,17.78,0.63,2.0,-0.12,G1RM34,bdrs
2016,30.142962596803425,109960.05198883235,11.07,12.56,39.36756505884303,18.14,4.14353964866196,2.75,7.512599199733244,119993.89719612765,110018.74129170092,-0.33,-1.54,-1.74,0.76,0.24,2.89,55.44,23.8,20.97,17.0,15.15,11.44,15.15,0.67,0.95,-4.84,G1RM34,bdrs
2015,30.142962596803425,109960.05198883235,9.6,10.97,39.36756505884303,17.57,4.14353964866196,2.4,7.512599199733244,119993.89719612765,110018.74129170092,-0.31,-1.67,-1.91,0.74,0.26,2.55,54.56,22.27,19.49,16.18,13.64,10.14,13.11,0.63,-0.52,-12.35,G1RM34,bdrs
2014,30.142962596803425,109960.05198883235,11.4,12.67,39.36756505884303,17.78,4.14353964866196,1.9,7.512599199733244,119993.89719612765,110018.74129170092,-0.4,-1.78,-1.98,0.73,0.27,2.43,55.89,26.74,24.06,12.69,10.7,7.76,9.73,0.61,-5.51,-3.53,G1RM34,bdrs
2013,30.142962596803425,109960.05198883235,11.71,13.32,39.36756505884303,18.83,4.14353964866196,3.15,7.512599199733244,119993.89719612765,110018.74129170092,-0.36,-2.04,-2.32,0.75,0.25,2.87,53.47,24.81,21.81,23.27,16.73,12.55,14.56,0.54,8.991378868978357,13.030695948035882,G1RM34,bdrs
2022,24.16,163.99,16.54,19.7,17.71,1.47,2.77,9.96,3.96,-19.64,-4.11,16.98,1.54,1.83,0.02,0.98,0.7,69.61,26.63,22.36,16.39,678.76,11.48,35.87,0.7,14.13,32.6,G1AR34,bdrs
2021,32.49,69.49,22.42,26.88,23.69,4.5,3.48,9.63,5.45,-33.98,-5.38,4.6,1.31,1.57,0.05,0.95,0.78,69.5,27.57,22.99,16.76,213.86,10.7,32.19,0.64,13.64,8.72,G1AR34,bdrs
2020,51.48,12.59,22.91,35.24,31.09,12.21,1.88,2.99,3.35,-21.99,-2.75,1.16,1.86,2.87,0.15,0.85,0.79,67.19,16.58,10.78,6.51,24.46,3.65,12.46,0.56,16.0,4.89,G1AR34,bdrs
2019,30.142962596803425,109960.05198883235,26.28,41.44,39.36756505884303,10.49,4.14353964866196,2.61,7.512599199733244,119993.89719612765,110018.74129170092,2.03,3.19,5.03,0.13,0.87,0.71,63.48,14.06,8.92,5.5,24.86,3.26,10.77,0.59,17.38,-7.7,G1AR34,bdrs
2018,30.142962596803425,109960.05198883235,23.81,44.64,39.36756505884303,9.36,4.14353964866196,1.35,7.512599199733244,119993.89719612765,110018.74129170092,2.5,3.68,6.9,0.14,0.86,0.69,63.05,14.52,7.74,3.08,14.39,1.97,7.96,0.64,15.43,-54.38,G1AR34,bdrs
2017,30.142962596803425,109960.05198883235,54.45,106951.24,39.36756505884303,10.85,4.14353964866196,0.04,7.512599199733244,119993.89719612765,110018.74129170092,2.79,10.73,21076.44,0.14,0.86,0.92,60.13,7.71,0.0,0.1,0.33,0.05,-3.07,0.45,10.73,7.17,G1AR34,bdrs
2016,30.142962596803425,109960.05198883235,22.49,27.12,39.36756505884303,0.74,4.14353964866196,2.34,7.512599199733244,119993.89719612765,110018.74129170092,3.62,0.58,0.7,0.03,0.97,0.92,61.32,15.59,12.93,7.92,317.98,8.18,29.28,1.03,10.92,12.77,G1AR34,bdrs
2015,30.142962596803425,109960.05198883235,23.54,27.52,39.36756505884303,-1.6,4.14353964866196,2.12,7.512599199733244,119993.89719612765,110018.74129170092,0.824658251231527,1.22,1.43,-0.06,1.06,0.86,61.21,15.56,13.31,8.12,-132.65,8.1,29.38,1.0,12.14,17.24,G1AR34,bdrs
2014,30.142962596803425,109960.05198883235,22.64,25.97,39.36756505884303,1.83,4.14353964866196,2.09,7.512599199733244,119993.89719612765,110018.74129170092,0.12,0.06,0.07,0.08,0.92,0.9,60.53,16.24,14.16,9.09,114.02,9.65,35.75,1.06,6.88,11.97,G1AR34,bdrs
2013,30.142962596803425,109960.05198883235,20.03,22.73,39.36756505884303,3.92,4.14353964866196,1.98,7.512599199733244,119993.89719612765,110018.74129170092,-0.8,-0.92,-1.04,0.2,0.8,0.94,60.01,17.52,15.44,10.25,50.59,10.25,38.56,1.0,8.991378868978357,13.030695948035882,G1AR34,bdrs
2022,-25.58,1.61,16.60521298419211,104.48,67.17,19.9,0.51,-1.25,5.06,29.93,-0.63,0.94,10.20935542857143,39.42,0.32,0.68,1.1,23.2,-30.193584756304414,7.53,-19.77,-6.28,-2.0,0.59,0.1,51.85,13.030695948035882,G1DS34,bdrs
2021,-42.91,2.22,22.7,113.25,76.87,20.55,0.76,-1.06,6.94,54.34,-0.95,0.97,6.75,33.68,0.34,0.64,1.07,22.76,45.06,9.03,-16.18,-5.17,-1.77,0.77,0.11,51.94,13.030695948035882,G1DS34,bdrs
2020,-166.19,4.45,47.17,157.68,148.22,20.92,1.99,-0.56,19.84,10.66,-2.92,0.26,2.59,8.66,0.45,0.53,2.4,27.02,44.73,13.38,-11.94,-2.68,-1.2,1.33,0.1,8.991378868978357,13.030695948035882,G1DS34,bdrs
2019,30.142962596803425,109960.05198883235,16.60521298419211,131.7,39.36756505884303,10.81,4.14353964866196,-0.48,7.512599199733244,119993.89719612765,110018.74129170092,0.79,10.20935542857143,18.73,0.36,0.64,1.77,25.29,-30.193584756304414,11.64,-12.13,-4.4,-1.59,1.77,0.13,8.991378868978357,13.030695948035882,G1DS34,bdrs
2018,30.142962596803425,109960.05198883235,30.01,141.26,39.36756505884303,6.39,4.14353964866196,-0.5,7.512599199733244,119993.89719612765,110018.74129170092,1.93,10.43,49.1,0.26,0.74,0.87,22.29,36.51,7.76,-15.41,-7.79,-2.06,1.13,0.13,8.991378868978357,13.030695948035882,G1DS34,bdrs
2017,30.142962596803425,109960.05198883235,43.6,278.77,39.36756505884303,5.84,4.14353964866196,-0.43,7.512599199733244,119993.89719612765,110018.74129170092,1.07,9.43,60.32,0.34,0.66,1.01,25.27,31.26,4.89,-20.23,-7.3,-2.49,0.66,0.12,8.991378868978357,13.030695948035882,G1DS34,bdrs
2016,30.142962596803425,109960.05198883235,38.03,-417.02,39.36756505884303,4.52,4.14353964866196,-0.42,7.512599199733244,119993.89719612765,110018.74129170092,0.82,11.47,-125.75,0.36,0.64,1.49,25.16,20.25,-1.85,-26.18,-9.26,-3.37,-0.38,0.13,8.991378868978357,13.030695948035882,G1DS34,bdrs
2015,30.142962596803425,109960.05198883235,9.76,96.61,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.824658251231527,9.76,96.61,-0.07,0.6,1.28,26.81,22.99,2.32,-14.01,-28.95,-1.92,0.2,0.14,8.991378868978357,13.030695948035882,G1DS34,bdrs
2022,-14.59,1.8,73.94,-29.89,-26.35,35.44,0.37,-4.37,0.95,7.05,-0.55,0.26,9.3,-3.76,0.2,0.8,1.19,24.39,1.45,-3.59,-6.49,-12.34,-2.51,-3.98,0.39,-9.09,13.030695948035882,GEOO34,bdrs
2021,-15.87,2.57,92.3,-61.4,-57.25,36.68,0.52,-5.93,1.39,7.19,-0.78,0.18,5.92,-3.94,0.2,0.8,1.28,24.28,1.62,-2.44,-8.79,-16.17,-3.28,-2.77,0.37,-7.47,13.030695948035882,GEOO34,bdrs
2020,17.44,2.57,54.39,93.03,10.77,4.06,0.36,0.6,1.15,2.82,-0.55,0.88,2.15,3.67,0.14,0.86,1.58,21.1,18.2,10.64,6.57,14.71,2.06,7.23,0.31,-4.07,13.030695948035882,GEOO34,bdrs
2019,-19.47,3.42,75.19,153.44,18.03,3.24,0.37,-0.57,1.02,4.0,-0.6,1.6,4.12,8.4,0.11,0.89,1.31,26.27,11.52,5.65,-5.23,-17.58,-1.88,3.9,0.36,-3.05,13.030695948035882,GEOO34,bdrs
2018,-2.94,2.12,-58.51,-34.77,-4.05,3.56,0.21,-2.57,0.68,4.8,-0.32,1.26,-4.04,-2.4,0.1,0.9,1.15,25.58,-9.94,-16.72,-23.04,-72.16,-7.19,-12.12,0.31,-7.51,13.030695948035882,GEOO34,bdrs
2017,-18.02,2.73,-2537.57,-188.14,-22.85,6.46,0.41,-0.98,1.54,7.64,-0.68,0.93,-104.69,-7.76,0.15,0.84,1.16,11.6,-0.5,-6.74,-8.55,-15.14,-2.3,-4.98,0.27,-4.0,-10.58,GEOO34,bdrs
2016,40.94,3.7,118.84,188.53,23.25,8.57,0.77,0.77,2.35,8.96,-1.35,0.58,2.29,3.63,0.21,0.78,1.25,24.29,16.01,10.09,5.73,9.03,1.87,5.15,0.33,-4.73,13.030695948035882,GEOO34,bdrs
2015,-47.98,2.94,124.94,167.43,20.68,10.61,0.6,-0.65,2.51,4.48,-0.92,0.42,2.21,2.96,0.2,0.8,1.63,29.55,16.27,12.14,-5.23,-6.14,-1.25,3.17,0.24,-5.37,7.27,GEOO34,bdrs
2014,16.76,1.87,102.82,135.63,16.46,13.63,0.39,1.52,2.18,4.69,-0.52,0.59,3.96,5.22,0.21,0.79,1.49,28.57,17.47,13.24,13.0,11.13,2.33,4.56,0.18,8.991378868978357,13.030695948035882,GEOO34,bdrs
2013,21.52,2.05,118.52,160.65,19.2,13.52,0.43,1.29,2.48,0.94,-1.2,0.65,4.49,6.09,0.21,0.79,3.43,29.5,17.51,12.92,11.53,9.55,1.99,3.74,0.17,8.991378868978357,13.030695948035882,GEOO34,bdrs
2022,17.35,4.46,14.23,16.61,13.8,17.51,1.51,4.5,2.47,-16.04,-1.81,1.05,2.78,3.25,0.34,0.66,0.63,33.71,20.92,17.92,14.25,25.68,8.71,12.71,0.61,3.99,10.31,G1MI34,bdrs
2021,17.3,4.27,15.2,18.46,14.43,15.7,1.27,3.88,2.23,-16.11,-1.55,1.17,3.26,3.96,0.3,0.68,0.7,35.57,18.79,15.47,12.91,24.71,7.35,9.85,0.57,0.0,12.3,G1MI34,bdrs
2020,16.75,4.53,14.97,18.39,14.05,13.18,1.19,3.57,2.07,-15.41,-1.42,1.47,3.71,4.56,0.26,0.72,0.68,34.78,18.13,14.75,12.37,27.07,7.08,9.81,0.57,-1.19,-0.8,G1MI34,bdrs
2019,30.142962596803425,109960.05198883235,17.38,22.63,39.36756505884303,11.66,4.14353964866196,2.9,7.512599199733244,119993.89719612765,110018.74129170092,1.99,5.25,6.84,0.23,0.75,0.59,34.13,15.84,12.17,10.39,24.85,5.82,7.82,0.56,-2.4,2.81,G1MI34,bdrs
2018,30.142962596803425,109960.05198883235,14.03,18.1,39.36756505884303,10.29,4.14353964866196,3.57,7.512599199733244,119993.89719612765,110018.74129170092,2.51,5.6,7.22,0.2,0.77,0.56,34.53,17.5,13.57,13.54,34.7,6.96,9.46,0.51,-1.28,1.13,G1MI34,bdrs
2017,30.142962596803425,109960.05198883235,14.8,18.75,39.36756505884303,7.61,4.14353964866196,2.91,7.512599199733244,119993.89719612765,110018.74129170092,2.01,3.04,3.85,0.2,0.76,0.76,35.65,18.36,14.5,10.61,38.3,7.6,11.66,0.72,2.17,-1.15,G1MI34,bdrs
2016,30.142962596803425,109960.05198883235,12.7,15.56,39.36756505884303,9.15,4.14353964866196,2.93,7.512599199733244,119993.89719612765,110018.74129170092,1.19,1.9,2.32,0.24,0.76,0.79,35.2,20.02,16.35,10.25,31.98,7.82,15.79,0.76,3.79,-4.41,G1MI34,bdrs
2015,30.142962596803425,109960.05198883235,15.55,19.96,39.36756505884303,9.09,4.14353964866196,2.06,7.512599199733244,119993.89719612765,110018.74129170092,1.34,2.72,3.49,0.25,0.75,0.75,33.74,15.12,11.78,6.93,22.65,5.59,11.49,0.81,4.23,6.94,G1MI34,bdrs
2014,30.142962596803425,109960.05198883235,10.66,12.77,39.36756505884303,11.6,4.14353964866196,3.02,7.512599199733244,119993.89719612765,110018.74129170092,0.79,1.57,1.88,0.3,0.7,0.81,35.57,19.78,16.51,10.19,26.04,7.88,15.45,0.77,8.991378868978357,13.030695948035882,G1MI34,bdrs
2013,30.142962596803425,109960.05198883235,10.57,12.75,39.36756505884303,11.41,4.14353964866196,2.97,7.512599199733244,119993.89719612765,110018.74129170092,0.73,1.51,1.82,0.31,0.69,0.81,36.14,19.35,16.04,10.44,26.03,8.19,16.17,0.78,8.991378868978357,13.030695948035882,G1MI34,bdrs
2022,5.35,0.76,5.41,10.68,3.87,42.58,0.19,6.07,0.36,5.24,-0.29,1.35,3.46,6.83,0.25,0.75,1.11,13.41,18.51,9.37,6.78,14.25,3.52,6.2,0.52,-3.17,1.23,GMCO34,bdrs
2021,8.79,1.45,6.56,12.34,6.33,39.83,0.35,6.56,0.68,11.24,-0.53,1.35,3.14,5.91,0.24,0.76,1.1,14.08,20.25,10.76,7.75,16.47,4.02,6.44,0.52,-2.03,-7.88,GMCO34,bdrs
2020,9.88,1.37,16.60521298419211,15.28,6.71,31.46,0.26,4.36,0.5,60.85,-0.4,1.8,10.20935542857143,8.8,0.19,0.81,1.01,11.16,-30.193584756304414,7.51,5.1,13.87,2.66,4.79,0.52,-2.52,19.14,GMCO34,bdrs
2019,8.09,1.27,5.93,16.11,6.47,29.25,0.23,4.61,0.39,-5.37,-0.35,1.92,3.59,9.74,0.18,0.82,0.88,10.18,16.28,5.99,4.8,15.75,2.89,5.13,0.6,-1.1,16.28,GMCO34,bdrs
2018,6.24,1.27,5.48,13.62,5.36,27.53,0.22,5.61,0.34,-7.11,-0.32,2.01,3.42,8.49,0.17,0.83,0.92,9.59,15.55,6.26,5.38,20.37,3.48,6.07,0.65,-0.89,13.030695948035882,GMCO34,bdrs
2017,-15.17,1.67,5.21,10.34,4.71,24.64,0.28,-2.72,0.4,-7.2,-0.41,2.01,2.85,5.66,0.16,0.84,0.89,12.52,16.96,8.54,-2.65,-11.04,-1.82,0.7,0.69,-0.15,4.44,GMCO34,bdrs
2016,5.73,1.23,4.62,8.22,4.3,28.99,0.24,6.23,0.36,-6.02,-0.37,1.16,2.26,4.03,0.2,0.8,0.89,12.76,15.01,8.43,6.32,21.51,4.25,8.27,0.67,0.02,15.72,GMCO34,bdrs
2015,30.142962596803425,109960.05198883235,5.61,13.19,39.36756505884303,25.93,4.14353964866196,6.23,7.512599199733244,119993.89719612765,110018.74129170092,0.5,1.55,3.64,0.21,0.79,0.97,12.84,9.6,4.08,7.14,24.02,4.98,5.15,0.7,8.31,-51.52,GMCO34,bdrs
2014,30.142962596803425,109960.05198883235,6.66,38.14,39.36756505884303,22.4,4.14353964866196,1.74,7.512599199733244,119993.89719612765,110018.74129170092,0.06,0.25,1.44,0.2,0.8,1.27,8.86,5.62,0.98,1.8,7.78,1.58,1.92,0.88,8.991378868978357,13.030695948035882,GMCO34,bdrs
2013,30.142962596803425,109960.05198883235,3.69,9.46,39.36756505884303,31.08,4.14353964866196,2.71,7.512599199733244,119993.89719612765,110018.74129170092,-0.19,-0.62,-1.6,0.26,0.74,1.31,11.62,8.47,3.3,2.43,8.73,2.27,4.61,0.93,8.991378868978357,13.030695948035882,GMCO34,bdrs
2022,20.81,5.36,13.87,17.12,14.8,25.39,1.19,6.55,0.98,16.38,-2.46,0.81,1.8,2.22,0.22,0.78,1.16,35.12,8.17,6.61,4.71,25.78,5.7,13.93,1.21,4.23,5.51,G1PC34,bdrs
2021,21.07,5.42,13.92,17.13,15.0,24.55,1.32,6.32,1.0,16.12,-2.87,0.49,1.09,1.34,0.24,0.76,1.18,35.16,8.23,6.69,4.76,25.75,6.26,16.29,1.31,1.59,13.030695948035882,G1PC34,bdrs
2020,-482.04,4.38,21.69,34.19,29.65,22.21,1.04,-0.2,0.85,11.5,-2.22,0.53,2.26,3.57,0.24,0.76,1.21,34.19,4.51,2.86,-0.18,-0.91,-0.22,4.37,1.23,4.8,-2.68,G1PC34,bdrs
2019,30.142962596803425,109960.05198883235,15.53,20.07,39.36756505884303,25.29,4.14353964866196,4.27,7.512599199733244,119993.89719612765,110018.74129170092,0.86,2.63,3.4,0.25,0.75,1.24,32.57,6.17,4.78,3.2,16.9,4.24,10.09,1.32,5.88,3.42,G1PC34,bdrs
2018,30.142962596803425,109960.05198883235,11.91,14.35,39.36756505884303,23.51,4.14353964866196,5.52,7.512599199733244,119993.89719612765,110018.74129170092,0.81,1.98,2.39,0.27,0.73,1.28,31.94,7.57,6.29,4.33,23.49,6.39,13.84,1.48,4.62,-0.98,G1PC34,bdrs
2017,30.142962596803425,109960.05198883235,13.84,16.05,39.36756505884303,23.27,4.14353964866196,4.21,7.512599199733244,119993.89719612765,110018.74129170092,0.86,2.4,2.79,0.27,0.73,1.34,30.08,7.47,6.44,3.78,18.08,4.97,9.89,1.31,4.25,3.99,G1PC34,bdrs
2016,30.142962596803425,109960.05198883235,11.94,13.55,39.36756505884303,21.47,4.14353964866196,4.62,7.512599199733244,119993.89719612765,110018.74129170092,0.2,0.51,0.58,0.36,0.64,1.4,29.98,8.1,7.14,4.48,21.52,7.76,17.41,1.73,6.4,8.22,G1PC34,bdrs
2015,30.142962596803425,109960.05198883235,10.26,11.55,39.36756505884303,20.96,4.14353964866196,4.68,7.512599199733244,119993.89719612765,110018.74129170092,0.01,0.03,0.03,0.39,0.61,1.41,29.82,8.29,7.36,4.62,22.34,8.66,20.72,1.88,8.81,12.22,G1PC34,bdrs
2014,30.142962596803425,109960.05198883235,13.09,14.81,39.36756505884303,21.67,4.14353964866196,4.65,7.512599199733244,119993.89719612765,110018.74129170092,0.11,0.28,0.32,0.4,0.6,1.56,29.94,8.29,7.33,4.64,21.47,8.63,18.83,1.86,5.03,7.58,G1PC34,bdrs
2013,30.142962596803425,109960.05198883235,11.11,12.53,39.36756505884303,21.76,4.14353964866196,4.44,7.512599199733244,119993.89719612765,110018.74129170092,0.09,0.26,0.29,0.44,0.56,1.64,29.98,8.4,7.45,4.87,20.39,8.92,17.88,1.83,8.991378868978357,13.030695948035882,G1PC34,bdrs
2022,14.0,-39.63,16.60521298419211,5.44,6.28,-0.6,1.54,1.71,1.81,-328.67,-2.11,0.824658251231527,10.20935542857143,2.27,-0.04,1.04,0.98,68.34,-30.193584756304414,28.89,12.95,-283.01,10.97,28.25,0.85,29.01,13.030695948035882,GPRK34,bdrs
2021,22.08,-21.79,4.57,6.68,7.01,-1.03,1.51,1.01,1.96,46.69,-2.04,0.824658251231527,2.12,3.09,-0.07,1.07,1.14,69.1,40.85,27.96,8.88,-98.68,6.82,19.74,0.77,13.43,13.030695948035882,GPRK34,bdrs
2020,-6.63,-14.14,-493.09,-11.53,-12.82,-1.8,1.61,-3.84,3.92,16.27,-2.31,0.824658251231527,-213.78,-5.0,-0.11,1.11,1.48,68.23,-0.72,-30.61,-59.17,-213.34,-24.26,-24.21,0.41,7.96,48.18,GPRK34,bdrs
2019,47.53,20.66,5.22,7.83,13.04,2.23,3.22,0.97,4.37,249.32,-4.38,2.5,1.05,1.58,0.16,0.84,1.05,73.13,50.2,33.48,9.18,43.46,6.78,17.14,0.74,12.18,35.45,GPRK34,bdrs
2018,30.142962596803425,109960.05198883235,3.46,4.73,39.36756505884303,2.35,4.14353964866196,1.69,7.512599199733244,119993.89719612765,110018.74129170092,2.34,0.98,1.35,0.17,0.83,1.19,71.01,56.47,41.29,17.08,71.78,11.9,23.48,0.7,5.68,13.030695948035882,GPRK34,bdrs
2017,30.142962596803425,109960.05198883235,6.11,11.86,39.36756505884303,1.41,4.14353964866196,-0.3,7.512599199733244,119993.89719612765,110018.74129170092,3.96,2.2,4.27,0.11,0.89,1.29,70.02,46.36,23.88,-5.4,-21.0,-2.27,6.41,0.42,11.54,13.030695948035882,GPRK34,bdrs
2016,30.142962596803425,109960.05198883235,9.64,-46.06,39.36756505884303,1.77,4.14353964866196,-1.01,7.512599199733244,119993.89719612765,110018.74129170092,3.05,5.36,-25.6,0.17,0.83,1.22,65.1,31.26,-6.55,-31.48,-57.34,-9.47,-4.86,0.3,8.991378868978357,13.030695948035882,GPRK34,bdrs
