Ano,P/L,P/VP,EV/EBITDA,EV/EBIT,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Ticker,Tipo
2015,30.142962596803425,109960.05198883235,-3.27,-1.79,39.36756505884303,3.47,4.14353964866196,-4.05,7.512599199733244,119993.89719612765,110018.74129170092,1.3,-2.04,-1.12,0.28,0.72,1.62,58.63,-60.53,-110.87,-111.61,-116.92,-33.25,-45.92,0.3,8.991378868978357,13.030695948035882,GPRK34,bdrs
2014,30.142962596803425,109960.05198883235,2.97,7.14,39.36756505884303,8.25,4.14353964866196,0.14,7.512599199733244,119993.89719612765,110018.74129170092,0.45,1.25,2.99,0.46,0.54,1.62,69.35,40.2,16.76,1.89,1.69,0.78,8.11,0.41,8.991378868978357,13.030695948035882,GPRK34,bdrs
2013,30.142962596803425,109960.05198883235,3.46,6.34,39.36756505884303,8.32,4.14353964866196,0.51,7.512599199733244,119993.89719612765,110018.74129170092,0.46,1.1,2.02,0.43,0.57,1.71,67.11,45.49,24.82,6.66,6.15,2.66,10.48,0.4,8.991378868978357,13.030695948035882,GPRK34,bdrs
2022,17.45,3.95,11.15,14.57,11.52,15.89,1.25,3.6,2.87,19.36,-1.56,1.05,2.33,3.05,0.32,0.68,1.48,75.74,32.56,24.91,16.43,22.66,7.16,11.86,0.44,-2.12,-14.34,GILD34,bdrs
2021,14.66,4.33,9.82,11.99,9.83,16.8,1.34,4.96,3.34,28.85,-1.72,0.96,1.78,2.17,0.31,0.69,1.27,75.82,41.49,33.98,22.8,29.55,9.16,15.08,0.4,-5.43,-63.15,GILD34,bdrs
2020,576.72,3.9,23.48,36.57,26.74,14.52,1.04,0.1,2.87,15.42,-1.35,1.32,5.81,9.04,0.27,0.73,1.4,81.48,16.74,10.75,0.5,0.68,0.18,2.16,0.36,-2.04,-14.95,GILD34,bdrs
2019,15.55,3.7,14.23,18.89,19.54,17.9,1.36,4.26,3.73,4.08,-2.67,-0.06,-0.22,-0.29,0.37,0.63,3.1,79.18,25.35,19.1,23.99,23.78,8.74,8.92,0.36,14.58,12.15,GILD34,bdrs
2018,14.91,3.78,7.94,9.32,9.92,16.65,1.28,4.22,3.68,3.22,-2.92,-0.21,-0.46,-0.55,0.34,0.66,3.38,78.07,43.52,37.06,24.65,25.33,8.57,12.43,0.35,21.89,12.29,GILD34,bdrs
2017,20.68,4.67,6.45,7.04,6.77,15.69,1.36,3.54,3.67,4.74,-2.49,0.29,0.38,0.41,0.29,0.71,2.74,83.26,59.03,54.1,17.73,22.57,6.58,10.1,0.37,29.37,36.94,GILD34,bdrs
2016,7.19,5.01,5.81,6.19,5.51,14.7,1.7,10.25,3.19,9.36,-2.6,0.76,0.78,0.84,0.34,0.66,2.12,85.98,61.83,58.02,44.43,69.73,23.7,30.48,0.53,32.64,44.23,GILD34,bdrs
2015,30.142962596803425,109960.05198883235,6.56,6.88,39.36756505884303,13.26,4.14353964866196,12.56,7.512599199733244,119993.89719612765,110018.74129170092,0.36,0.29,0.31,0.37,0.63,2.5,87.73,71.36,68.0,55.48,94.74,35.01,45.93,0.63,28.84,35.64,GILD34,bdrs
2014,30.142962596803425,109960.05198883235,8.86,9.47,39.36756505884303,10.49,4.14353964866196,8.02,7.512599199733244,119993.89719612765,110018.74129170092,0.15,0.15,0.16,0.46,0.54,3.07,84.78,65.55,61.33,48.62,76.5,34.91,43.99,0.72,8.991378868978357,13.030695948035882,GILD34,bdrs
2013,30.142962596803425,109960.05198883235,24.03,25.87,39.36756505884303,7.66,4.14353964866196,2.01,7.512599199733244,119993.89719612765,110018.74129170092,0.16,0.38,0.41,0.52,0.48,1.09,74.48,43.47,40.39,27.45,26.18,13.62,21.42,0.5,8.991378868978357,13.030695948035882,GILD34,bdrs
2022,15.56,3.57,12.3,12.85,10.89,11.95,0.9,2.74,2.18,17.15,-1.33,0.67,1.95,2.03,0.25,0.75,1.19,64.89,20.88,19.98,13.99,22.95,5.79,13.3,0.41,4.1,36.88,G1SK34,bdrs
2021,18.56,5.41,16.35,16.35,13.07,8.1,1.03,2.36,2.39,-16.29,-1.35,1.32,3.19,3.19,0.19,0.81,0.79,65.99,18.25,18.25,12.85,29.13,5.54,14.83,0.43,4.97,-9.4,G1SK34,bdrs
2020,23.42,9.23,19.71,19.71,17.13,4.01,1.67,1.58,3.95,-70.83,-2.24,1.43,2.66,2.66,0.18,0.82,0.91,65.68,23.05,23.05,16.86,39.41,7.15,17.27,0.42,2.6,4.92,G1SK34,bdrs
2019,30.142962596803425,109960.05198883235,16.60521298419211,28.81,39.36756505884303,4.74,4.14353964866196,1.2,7.512599199733244,119993.89719612765,110018.74129170092,1.0,10.20935542857143,2.64,0.23,0.77,0.81,64.85,-30.193584756304414,20.62,13.76,25.3,5.83,14.32,0.42,-0.16,-11.3,G1SK34,bdrs
2018,30.142962596803425,109960.05198883235,16.60521298419211,28.6,39.36756505884303,1.0,4.14353964866196,0.98,7.512599199733244,119993.89719612765,110018.74129170092,4.39,10.20935542857143,2.94,0.06,0.94,0.75,66.77,-30.193584756304414,17.79,11.75,98.67,6.24,19.75,0.53,-1.47,-23.47,G1SK34,bdrs
2017,30.142962596803425,109960.05198883235,16.60521298419211,35.48,39.36756505884303,0.92,4.14353964866196,0.4,7.512599199733244,119993.89719612765,110018.74129170092,2.95,10.20935542857143,2.52,0.06,0.94,0.6,65.74,-30.193584756304414,13.54,5.08,43.91,2.72,15.38,0.54,-2.97,-32.4,G1SK34,bdrs
2016,30.142962596803425,109960.05198883235,16.60521298419211,56.68,39.36756505884303,1.39,4.14353964866196,0.26,7.512599199733244,119993.89719612765,110018.74129170092,1.92,10.20935542857143,3.66,0.08,0.92,0.88,66.69,-30.193584756304414,9.32,3.27,18.38,1.54,8.77,0.47,-3.58,35.06,G1SK34,bdrs
2015,30.142962596803425,109960.05198883235,16.60521298419211,13.17,39.36756505884303,2.83,4.14353964866196,2.68,7.512599199733244,119993.89719612765,110018.74129170092,1.05,10.20935542857143,0.9,0.17,0.83,1.24,62.99,-30.193584756304414,43.15,35.2,94.86,15.76,33.75,0.45,-3.12,-12.07,G1SK34,bdrs
2014,30.142962596803425,109960.05198883235,16.60521298419211,41.47,39.36756505884303,1.69,4.14353964866196,0.97,7.512599199733244,119993.89719612765,110018.74129170092,2.29,10.20935542857143,3.43,0.12,0.88,1.1,68.17,-30.193584756304414,14.29,12.31,57.35,6.96,15.16,0.57,8.991378868978357,13.030695948035882,G1SK34,bdrs
2013,30.142962596803425,109960.05198883235,16.60521298419211,26.08,39.36756505884303,2.55,4.14353964866196,1.84,7.512599199733244,119993.89719612765,110018.74129170092,1.24,10.20935542857143,1.46,0.19,0.81,1.11,67.61,-30.193584756304414,25.06,21.23,72.04,13.37,24.16,0.63,8.991378868978357,13.030695948035882,G1SK34,bdrs
2022,31.63,1.27,12.91,28.58,21.71,89.36,0.71,3.6,3.69,112.38,-0.8,0.41,3.15,6.97,0.55,0.45,1.06,56.21,37.62,16.99,11.66,4.03,2.23,3.4,0.19,24.08,28.87,G1PI34,bdrs
2021,40.53,1.53,15.33,35.18,28.39,90.0,0.86,3.39,4.59,157.81,-0.96,0.39,3.16,7.25,0.57,0.43,1.06,55.73,37.11,16.17,11.33,3.77,2.13,3.22,0.19,21.76,16.02,G1PI34,bdrs
2020,100.19,2.14,27.45,77.0,62.47,91.31,1.32,1.95,7.89,1353.45,-1.48,0.28,2.93,8.22,0.62,0.38,1.01,50.82,35.43,12.63,7.87,2.14,1.32,2.33,0.17,13.97,11.91,G1PI34,bdrs
2019,30.142962596803425,109960.05198883235,35.52,76.3,39.36756505884303,92.68,4.14353964866196,1.43,7.512599199733244,119993.89719612765,110018.74129170092,0.28,4.48,9.61,0.63,0.37,1.22,57.78,35.98,16.75,8.77,1.55,0.97,2.03,0.11,7.22,15.9,G1PI34,bdrs
2018,30.142962596803425,109960.05198883235,15.72,27.63,39.36756505884303,25.23,4.14353964866196,2.86,7.512599199733244,119993.89719612765,110018.74129170092,1.16,3.47,6.1,0.3,0.7,1.03,67.47,39.57,22.51,13.43,11.33,3.42,6.93,0.25,12.52,20.01,G1PI34,bdrs
2017,30.142962596803425,109960.05198883235,18.72,35.08,39.36756505884303,23.84,4.14353964866196,2.94,7.512599199733244,119993.89719612765,110018.74129170092,1.04,3.72,6.98,0.29,0.71,1.13,51.5,26.76,14.28,11.78,12.34,3.6,5.13,0.31,9.28,5.36,G1PI34,bdrs
2016,30.142962596803425,109960.05198883235,23.42,33.74,39.36756505884303,17.87,4.14353964866196,1.77,7.512599199733244,119993.89719612765,110018.74129170092,1.4,6.21,8.95,0.26,0.74,1.17,60.4,21.39,14.84,9.37,9.89,2.58,4.71,0.28,11.05,6.46,G1PI34,bdrs
2015,30.142962596803425,109960.05198883235,15.77,20.52,39.36756505884303,6.68,4.14353964866196,2.15,7.512599199733244,119993.89719612765,110018.74129170092,1.19,1.73,2.25,0.15,0.85,1.09,63.15,21.42,16.46,10.02,32.2,4.81,13.71,0.48,8.991378868978357,13.030695948035882,G1PI34,bdrs
2014,30.142962596803425,109960.05198883235,11.86,15.42,39.36756505884303,8.37,4.14353964866196,1.81,7.512599199733244,119993.89719612765,110018.74129170092,0.7,1.51,1.96,0.28,0.72,1.36,62.72,20.65,15.88,9.6,21.65,6.1,11.88,0.64,8.991378868978357,13.030695948035882,G1PI34,bdrs
2013,30.142962596803425,109960.05198883235,10.55,13.85,39.36756505884303,8.83,4.14353964866196,1.48,7.512599199733244,119993.89719612765,110018.74129170092,0.16,0.45,0.59,0.41,0.59,1.72,63.72,19.74,15.03,9.1,16.8,6.92,12.01,0.76,8.991378868978357,13.030695948035882,G1PI34,bdrs
2022,11.88,1.26,12.48,12.48,8.88,69.92,0.31,7.41,1.68,119993.89719612765,-0.31,0.35,2.46,2.46,0.25,0.75,2.723425095370657,37.09,18.96,18.96,14.18,10.6,2.62,8.57,0.19,5.38,6.26,G1LL34,bdrs
2021,13.03,1.12,7.3,11.72,9.75,86.8,0.33,7.48,1.9,119993.89719612765,-0.33,0.27,1.47,2.35,0.29,0.71,2.723425095370657,37.59,31.29,19.48,14.57,8.62,2.5,7.43,0.17,4.7,6.78,G1LL34,bdrs
2020,13.49,1.13,16.60521298419211,12.12,10.04,83.8,0.34,6.99,2.08,119993.89719612765,-0.34,0.23,10.20935542857143,2.01,0.3,0.7,2.723425095370657,39.26,-30.193584756304414,20.76,15.45,8.34,2.52,7.48,0.16,4.58,6.98,G1LL34,bdrs
2019,30.142962596803425,109960.05198883235,8.44,13.03,39.36756505884303,67.36,4.14353964866196,7.03,7.512599199733244,119993.89719612765,110018.74129170092,0.25,1.17,1.8,0.28,0.72,2.723425095370657,41.35,34.62,22.43,16.8,10.43,2.93,9.15,0.17,4.26,5.83,G1LL34,bdrs
2018,30.142962596803425,109960.05198883235,6.87,10.59,39.36756505884303,48.55,4.14353964866196,6.29,7.512599199733244,119993.89719612765,110018.74129170092,0.33,1.22,1.88,0.23,0.77,2.723425095370657,40.66,34.17,22.16,16.3,12.95,3.04,10.71,0.19,2.97,22.4,G1LL34,bdrs
2017,30.142962596803425,109960.05198883235,8.55,13.13,39.36756505884303,53.98,4.14353964866196,12.6,7.512599199733244,119993.89719612765,110018.74129170092,0.25,1.1,1.69,0.27,0.73,2.723425095370657,40.01,33.82,22.02,35.0,23.34,6.2,3.59,0.18,3.1,2.03,G1LL34,bdrs
2016,30.142962596803425,109960.05198883235,7.75,12.0,39.36756505884303,38.49,4.14353964866196,4.63,7.512599199733244,119993.89719612765,110018.74129170092,0.33,1.14,1.77,0.21,0.79,2.723425095370657,39.56,33.67,21.74,13.97,12.04,2.56,10.0,0.18,2.26,1.11,G1LL34,bdrs
2015,30.142962596803425,109960.05198883235,6.0,9.17,39.36756505884303,32.88,4.14353964866196,4.27,7.512599199733244,119993.89719612765,110018.74129170092,0.17,0.53,0.81,0.2,0.8,0.03,40.16,34.21,22.38,14.0,13.0,2.65,12.35,0.19,3.05,6.04,G1LL34,bdrs
2014,30.142962596803425,109960.05198883235,6.18,9.17,39.36756505884303,36.52,4.14353964866196,4.22,7.512599199733244,119993.89719612765,110018.74129170092,0.2,0.73,1.08,0.23,0.77,0.03,41.28,35.27,23.78,15.0,11.56,2.68,10.62,0.18,8.991378868978357,13.030695948035882,G1LL34,bdrs
2013,30.142962596803425,109960.05198883235,6.49,9.6,39.36756505884303,27.84,4.14353964866196,3.9,7.512599199733244,119993.89719612765,110018.74129170092,0.25,0.77,1.14,0.21,0.79,0.03,41.44,35.39,23.92,15.12,13.99,2.91,12.33,0.19,8.991378868978357,13.030695948035882,G1LL34,bdrs
2022,39.9,-25.43,23.05,33.25,26.63,-2.91,1.73,1.85,3.05,-11.61,-2.19,0.824658251231527,4.84,6.97,-0.07,1.07,0.58,63.72,16.55,11.47,7.66,-63.74,4.35,12.67,0.57,15.61,13.030695948035882,G2DD34,bdrs
2021,49.36,146.39,28.99,44.23,31.51,0.49,1.61,1.45,3.13,-21.87,-2.16,32.15,4.53,6.92,0.01,0.99,0.78,64.04,15.18,9.95,6.35,296.57,3.27,9.3,0.51,15.59,13.030695948035882,G2DD34,bdrs
2020,30.142962596803425,109960.05198883235,-80.82,-40.28,39.36756505884303,-0.08,4.14353964866196,-2.95,7.512599199733244,119993.89719612765,110018.74129170092,0.824658251231527,-11.67,-5.81,0.0,1.0,0.56,65.07,-6.07,-12.18,-14.93,-3837.98,-7.7,-13.07,0.52,16.59,13.030695948035882,G2DD34,bdrs
2019,30.142962596803425,109960.05198883235,30.14,59.07,39.36756505884303,4.52,4.14353964866196,0.8,7.512599199733244,119993.89719612765,110018.74129170092,1.7,3.06,5.99,0.12,0.88,0.79,65.64,14.33,7.31,4.58,17.75,2.17,6.52,0.47,18.66,13.030695948035882,G2DD34,bdrs
2018,30.142962596803425,109960.05198883235,30.66,72.54,39.36756505884303,4.74,4.14353964866196,0.46,7.512599199733244,119993.89719612765,110018.74129170092,1.84,3.6,8.52,0.13,0.87,0.76,66.4,15.24,6.44,2.9,9.73,1.27,5.07,0.44,19.63,13.030695948035882,G2DD34,bdrs
2017,30.142962596803425,109960.05198883235,21.89,45.62,39.36756505884303,3.58,4.14353964866196,1.0,7.512599199733244,119993.89719612765,110018.74129170092,3.77,4.63,9.65,0.08,0.92,0.59,65.25,17.72,8.5,6.11,28.04,2.38,5.86,0.39,8.991378868978357,13.030695948035882,G2DD34,bdrs
2016,30.142962596803425,109960.05198883235,18.0,98.71,39.36756505884303,6.43,4.14353964866196,-0.19,7.512599199733244,119993.89719612765,110018.74129170092,0.83,2.39,13.08,0.15,0.85,0.74,64.4,10.6,1.93,-0.89,-2.93,-0.44,2.2,0.49,8.991378868978357,13.030695948035882,G2DD34,bdrs
2015,30.142962596803425,109960.05198883235,21.81,-89.92,39.36756505884303,10.4,4.14353964866196,-0.72,7.512599199733244,119993.89719612765,110018.74129170092,1.01,5.38,-22.17,0.19,0.81,0.62,64.79,7.95,-1.93,-2.95,-6.96,-1.35,-1.81,0.46,8.991378868978357,13.030695948035882,G2DD34,bdrs
2014,30.142962596803425,109960.05198883235,12.68,-20.49,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,3.09,12.68,-20.49,0.13,0.87,0.47,62.63,7.21,-4.46,-3.11,-10.53,-1.32,-3.55,0.43,8.991378868978357,13.030695948035882,G2DD34,bdrs
2013,30.142962596803425,109960.05198883235,54.74,-7.47,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,1.21,54.74,-7.47,0.25,0.75,0.47,58.09,1.59,-11.66,-5.42,-7.54,-1.91,-7.01,0.35,8.991378868978357,13.030695948035882,G2DD34,bdrs
2022,-33.94,1.99,9.6,25.75,23.27,4.63,1.12,-0.27,3.23,13.73,-1.39,0.22,0.95,2.56,0.56,0.44,1.73,18.83,37.22,13.87,-9.51,-5.86,-3.29,1.91,0.35,9.49,37.45,G1FI34,bdrs
2021,11.61,2.42,7.61,7.61,7.11,4.48,1.31,0.93,2.3,16.09,-1.62,0.14,0.41,0.41,0.54,0.46,1.73,43.39,32.31,32.31,19.77,20.85,11.29,18.38,0.57,8.86,13.030695948035882,G1FI34,bdrs
2020,11.49,2.34,6.78,6.78,6.57,4.15,1.15,0.84,2.2,10.53,-1.49,0.18,0.51,0.51,0.49,0.51,1.89,44.75,33.52,33.52,19.15,20.34,9.97,16.73,0.52,0.68,68.66,G1FI34,bdrs
2019,30.142962596803425,109960.05198883235,15.76,15.76,39.36756505884303,3.35,4.14353964866196,0.21,7.512599199733244,119993.89719612765,110018.74129170092,0.6,3.68,3.68,0.42,0.58,0.78,31.47,15.25,15.25,5.89,6.29,2.66,5.59,0.45,-2.37,13.030695948035882,G1FI34,bdrs
2018,30.142962596803425,109960.05198883235,-14.46,-14.46,39.36756505884303,3.15,4.14353964866196,-0.42,7.512599199733244,119993.89719612765,110018.74129170092,0.69,-5.5,-5.5,0.44,0.56,1.37,20.75,-12.52,-12.52,-13.38,-13.33,-5.83,-8.48,0.44,-4.79,13.030695948035882,G1FI34,bdrs
2017,30.142962596803425,109960.05198883235,21.04,21.04,39.36756505884303,3.99,4.14353964866196,-0.01,7.512599199733244,119993.89719612765,110018.74129170092,0.42,5.94,5.94,0.5,0.5,1.3,23.78,8.46,8.46,-0.28,-0.24,-0.12,1.2,0.42,-14.4,-29.24,G1FI34,bdrs
2016,30.142962596803425,109960.05198883235,8.35,8.35,39.36756505884303,3.74,4.14353964866196,0.21,7.512599199733244,119993.89719612765,110018.74129170092,0.38,2.68,2.68,0.48,0.5,1.22,24.95,16.33,16.33,6.34,5.51,2.67,5.17,0.42,13.79,13.030695948035882,G1FI34,bdrs
2015,30.142962596803425,109960.05198883235,3.72,10.71,39.36756505884303,3.56,4.14353964866196,-0.31,7.512599199733244,119993.89719612765,110018.74129170092,0.48,1.41,4.08,0.47,0.53,1.61,18.83,36.7,12.74,-9.51,-8.75,-4.12,1.7,0.43,21.68,-42.86,G1FI34,bdrs
2014,30.142962596803425,109960.05198883235,4.89,14.8,39.36756505884303,4.79,4.14353964866196,0.02,7.512599199733244,119993.89719612765,110018.74129170092,0.36,1.34,4.05,0.55,0.45,1.54,18.63,34.2,11.31,0.45,0.35,0.19,3.78,0.42,8.991378868978357,13.030695948035882,G1FI34,bdrs
2013,30.142962596803425,109960.05198883235,5.14,19.28,39.36756505884303,5.45,4.14353964866196,-0.33,7.512599199733244,119993.89719612765,110018.74129170092,0.4,2.08,7.79,0.55,0.45,1.7,37.38,26.67,7.11,-8.53,-6.13,-3.4,1.69,0.4,8.991378868978357,13.030695948035882,G1FI34,bdrs
2022,5.61,0.89,6.69,7.16,3.56,335.54,0.06,53.2,1.91,119993.89719612765,-0.06,0.91,3.39,3.62,0.07,0.93,2.723425095370657,100.0,57.55,53.8,34.1,15.85,1.15,2.85,0.03,13.88,25.01,GSGI34,bdrs
2021,6.03,1.16,6.89,7.31,3.9,329.54,0.09,63.41,2.16,119993.89719612765,-0.09,1.01,3.21,3.41,0.08,0.92,2.723425095370657,100.0,58.85,55.43,35.86,19.24,1.44,3.51,0.04,4.16,11.18,GSGI34,bdrs
2020,10.42,0.97,13.49,14.69,4.34,267.39,0.08,24.85,2.24,119993.89719612765,-0.08,2.29,9.44,10.27,0.08,0.92,2.723425095370657,100.0,56.24,51.65,21.5,9.29,0.77,2.75,0.04,1.14,-0.45,GSGI34,bdrs
2019,10.49,0.92,-5.44,-6.31,7.82,254.92,0.08,22.3,2.27,-0.53,-0.18,-1.64,-12.06,-14.01,0.09,0.91,0.77,91.1,33.62,28.96,21.61,8.75,0.8,2.85,0.04,1.37,5.0,GSGI34,bdrs
2018,6.08,0.66,-8.6,-9.52,4.8,242.45,0.06,26.51,1.64,-1.42,-0.17,-2.01,-13.1,-14.5,0.1,0.9,0.93,91.26,37.71,34.09,26.93,10.93,1.06,3.33,0.04,-0.85,-12.76,GSGI34,bdrs
2017,26.26,1.18,-8.79,-9.7,8.69,218.03,0.11,9.77,2.96,-2.18,-0.28,-2.48,-16.61,-18.33,0.09,0.91,0.93,91.21,37.53,34.01,11.26,4.48,0.4,1.43,0.04,1.34,23.07,GSGI34,bdrs
2016,14.06,1.15,-11.84,-12.99,9.67,207.48,0.12,16.92,3.24,-2.19,-0.31,-2.69,-20.72,-22.72,0.1,0.9,0.92,90.83,36.71,33.47,23.02,8.16,0.82,2.68,0.04,-2.89,-6.31,GSGI34,bdrs
2015,14.37,0.92,-15.31,-17.04,9.12,194.37,0.09,12.48,2.37,-1.05,-0.24,-2.65,-23.54,-26.2,0.1,0.9,0.87,92.38,28.89,25.96,16.46,6.42,0.65,2.32,0.04,-5.23,-7.91,GSGI34,bdrs
2014,10.9,1.06,-10.44,-11.56,7.12,182.86,0.1,17.84,2.55,-1.04,-0.26,-2.79,-16.84,-18.67,0.1,0.9,0.86,92.76,39.66,35.79,23.39,9.76,0.94,3.39,0.04,8.991378868978357,13.030695948035882,GSGI34,bdrs
2013,10.43,1.03,-14.92,-16.6,6.86,171.14,0.09,16.85,2.36,-0.66,-0.22,-3.52,-21.15,-23.53,0.09,0.91,0.82,93.16,38.18,34.31,22.59,9.85,0.85,3.36,0.04,8.991378868978357,13.030695948035882,GSGI34,bdrs
2022,2.24,1.46,5.16,5.56,7.0,3.77,0.76,2.46,0.74,2.81,-1.81,-0.31,-1.38,-1.49,0.52,0.48,1.86,41.64,11.39,10.56,32.96,65.29,33.77,-18.46,1.02,-0.42,13.030695948035882,GPRO34,bdrs
2021,4.41,2.66,10.55,11.57,14.48,3.94,1.3,2.37,1.41,5.33,-3.42,-0.5,-2.46,-2.7,0.49,0.51,1.65,41.09,10.68,9.74,31.97,60.26,29.46,-19.78,0.92,-11.25,13.030695948035882,GPRO34,bdrs
2020,-18.65,5.76,-50.31,-27.31,-29.86,1.43,1.61,-0.44,1.4,4.24,-5.8,-0.51,4.84,2.63,0.28,0.72,2.12,35.26,-2.54,-4.68,-7.49,-30.92,-8.66,-10.72,1.16,-3.04,13.030695948035882,GPRO34,bdrs
2019,-44.67,2.8,23.41,3891.46,4113.86,1.6,0.83,-0.1,0.55,3.13,-2.55,-0.07,-0.62,-102.75,0.29,0.71,1.64,34.55,2.21,0.01,-1.23,-6.27,-1.85,-1.12,1.51,3.1,13.030695948035882,GPRO34,bdrs
2018,-6.89,3.54,-9.97,-6.04,-8.44,1.51,1.08,-0.78,0.65,4.3,-3.35,-0.28,1.09,0.66,0.3,0.7,1.58,31.47,-4.7,-7.75,-9.49,-51.4,-15.61,-25.73,1.64,17.53,13.030695948035882,GPRO34,bdrs
2017,-7.66,4.69,-7.57,-5.64,-8.61,2.18,1.65,-1.34,1.19,6.89,-5.06,-0.39,0.97,0.72,0.35,0.65,1.55,32.59,-10.28,-13.79,-15.5,-61.22,-21.51,-39.47,1.39,38.31,13.030695948035882,GPRO34,bdrs
2016,30.142962596803425,109960.05198883235,-3.04,-2.7,39.36756505884303,3.18,4.14353964866196,-2.98,7.512599199733244,119993.89719612765,110018.74129170092,-0.49,0.66,0.59,0.48,0.52,1.36,38.96,-27.88,-31.4,-35.34,-93.75,-45.41,-93.08,1.28,24.42,-19.51,GPRO34,bdrs
2015,30.142962596803425,109960.05198883235,23.92,36.58,39.36756505884303,5.61,4.14353964866196,0.26,7.512599199733244,119993.89719612765,110018.74129170092,-0.61,-5.66,-8.66,0.7,0.3,2.82,41.56,5.17,3.38,2.23,4.68,3.28,4.96,1.47,22.85,3.98,GPRO34,bdrs
2014,30.142962596803425,109960.05198883235,37.35,40.93,39.36756505884303,5.02,4.14353964866196,0.87,7.512599199733244,119993.89719612765,110018.74129170092,-0.66,-2.06,-2.26,0.7,0.3,3.18,44.99,14.7,13.42,8.0,17.4,12.16,20.92,1.52,15.83,-16.33,GPRO34,bdrs
2013,30.142962596803425,109960.05198883235,-0.43,-0.49,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.67,-0.43,-0.49,0.16,0.84,1.19,36.7,11.23,10.01,4.45,61.05,9.97,54.3,2.24,8.991378868978357,13.030695948035882,GPRO34,bdrs
2022,14.29,134.03,16.60521298419211,10.98,10.55,0.28,1.59,2.64,2.09,34.32,-3.14,6.9,10.20935542857143,0.54,0.01,0.99,1.1,44.6,-30.193584756304414,19.8,14.61,937.62,11.12,33.34,0.76,2.36,9.3,H1RB34,bdrs
2021,7.03,11.65,4.73,5.69,5.29,2.08,1.12,3.45,1.2,7.65,-2.1,1.21,0.46,0.55,0.1,0.9,1.46,46.04,27.31,22.72,17.1,165.66,15.98,37.83,0.93,-3.03,13.030695948035882,H1RB34,bdrs
2020,-380.92,40.35,13.46,38.09,30.92,0.39,0.56,-0.04,1.09,1.9,-1.42,8.76,2.37,6.71,0.01,0.99,1.96,35.13,9.93,3.51,-0.29,-10.59,-0.15,2.33,0.52,0.46,-2.32,H1RB34,bdrs
2019,30.142962596803425,109960.05198883235,5.58,7.1,39.36756505884303,2.77,4.14353964866196,2.16,7.512599199733244,119993.89719612765,110018.74129170092,-0.4,-0.27,-0.35,0.16,0.84,2.16,43.23,25.28,19.9,13.65,78.02,12.8,25.36,0.94,1.69,7.16,H1RB34,bdrs
2018,30.142962596803425,109960.05198883235,5.39,6.71,39.36756505884303,1.92,4.14353964866196,2.98,7.512599199733244,119993.89719612765,110018.74129170092,-0.43,-0.18,-0.22,0.13,0.87,2.24,44.94,29.6,23.8,19.4,155.74,19.52,37.61,1.01,0.97,8.99,H1RB34,bdrs
2017,30.142962596803425,109960.05198883235,6.52,8.18,39.36756505884303,-0.29,4.14353964866196,1.96,7.512599199733244,119993.89719612765,110018.74129170092,0.824658251231527,0.42,0.52,-0.02,1.02,1.43,45.84,29.58,23.58,13.47,-671.69,15.18,35.44,1.13,0.62,-1.62,H1RB34,bdrs
2016,30.142962596803425,109960.05198883235,6.51,8.29,39.36756505884303,0.11,4.14353964866196,1.81,7.512599199733244,119993.89719612765,110018.74129170092,21.23,0.61,0.77,0.01,0.99,1.17,44.52,26.56,20.84,12.32,1619.99,13.14,29.53,1.07,0.42,-0.23,H1RB34,bdrs
2015,30.142962596803425,109960.05198883235,6.1,7.33,39.36756505884303,7.77,4.14353964866196,2.01,7.512599199733244,119993.89719612765,110018.74129170092,-1.11,-2.13,-2.56,0.41,0.59,1.57,72.31,31.0,25.81,15.39,25.84,10.49,23.03,0.68,-5.83,-0.44,H1RB34,bdrs
2014,30.142962596803425,109960.05198883235,7.55,8.61,39.36756505884303,5.66,4.14353964866196,1.73,7.512599199733244,119993.89719612765,110018.74129170092,-1.43,-2.37,-2.71,0.33,0.67,1.35,73.0,30.89,27.06,15.71,30.53,10.12,26.74,0.64,8.991378868978357,13.030695948035882,H1RB34,bdrs
2013,30.142962596803425,109960.05198883235,8.11,9.08,39.36756505884303,4.61,4.14353964866196,1.58,7.512599199733244,119993.89719612765,110018.74129170092,-0.76,-1.11,-1.24,0.28,0.72,1.22,73.53,29.71,26.53,14.93,34.34,9.56,24.62,0.64,8.991378868978357,13.030695948035882,H1RB34,bdrs
2022,17.98,3.97,14.66,24.46,20.47,7.78,1.26,1.72,1.73,5.28,-2.25,0.91,2.81,4.68,0.32,0.68,2.19,13.54,14.08,8.44,9.61,22.09,7.02,7.47,0.73,-0.76,13.030695948035882,HALI34,bdrs
